(NSW)",FULL DISTRIBUTION,,,,,,,,GRAYNDLER (NSW),RAW,,,,,,,,,AliveMask,,,,,,,,"GRAYNDLER
(NSW)",FULL DISTRIBUTION,,,,,,,,PARRAMATTA (NSW),RAW,,,,,,,,,AliveMask,,,,,,,,PARRAMATTA (NSW),FULL DISTRIBUTION,,,,,,,,REID (NSW),RAW,,,,,,,,,AliveMask,,,,,,,,REID (NSW),FULL DISTRIBUTION,,,,,,,,WATSON (NSW),RAW,,,,,,,,,AliveMask,,,,,,,,WATSON (NSW),FULL DISTRIBUTION,,,,,
,NSW,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH
,Round 4 (3CP),0,0.28559391269932116,0.0,0.2862938701031108,0.4357113148348649,0.0,2,1.007599098,,False,False,False,True,True,False,,,3CP,,0.2834400243,,0.2841347028,0.432425273,,,,Round 4 (3CP),0.4666746781,0.2444129282619168,0.0,0.28320867831887336,0.0,0.0,2,0.9942962847,,True,True,False,True,False,False,LNP,,3CP,0.4693517267,0.245814987,,0.2848332863,,,,,Round 4 (3CP),0.462025231,0.29208777358405946,0.0,0.24586777546983785,0.0,0.0,4,0.9999807801,,True,True,False,True,False,False,ON,,3CP,0.4620341113,0.2920933876,,0.2458725011,,,,,Round 4 (3CP),0.4556182173,0.0,0.0,0.4038683917960699,0.0,0.14849844556148947,6,1.007985055,,True,False,False,True,False,True,OTH,,3CP,0.4520089015,,,0.4006690277,,0.1473220708,,,Round 4 (3CP),0,0.3875351678923177,0.0,0.30314256314535526,0.3376955438435811,0.0,4,1.028373275,,False,True,False,True,True,False,ON,,3CP,,0.3768429007,,0.2947787253,0.328378374,,,,Round 4 (3CP),0.2376440746,0.4479730549584741,0.0,0.32720821504915554,0.0,0.0,1,1.012825345,,True,True,False,True,False,False,ALP,,3CP,0.2346348024,0.4423003999,,0.3230647977,,,,,Round 4 (3CP),0.3042932831,0.40431902773951395,0.0,0.27012350354425885,0.0,0.0,4,0.9787358144,,True,True,False,True,False,False,ON,,3CP,0.3109044122,0.4131033337,,0.2759922541,,,,,Round 4 (3CP),0,0.3864741036619002,0.0,0.35173400647958936,0.0,0.275017424222022,6,1.013225534,,False,True,False,True,False,True,OTH,,3CP,,0.3814294948,,0.3471428567,,0.2714276485,,,Round 4 (3CP),0.28052526,0.0,0.31709356101210584,0.3093404953305853,0.0,0.0,1,0.9069593163,,True,False,True,True,False,False,ALP,,3CP,0.3093030249,,0.3496226957,0.3410742795,,,,,Round 4 (3CP),0,0.4028436870770512,0.0,0.30737022782969725,0.33681446472550086,0.0,4,1.04702838,,False,True,False,True,True,False,ON,,3CP,,0.3847495397,,0.2935643711,0.3216860892,,,,Round 4 (3CP),0,0.3763712275144677,0.0,0.335602030219346,0.337178863098271,0.0,4,1.049152121,,False,True,False,True,True,False,ON,,3CP,,0.3587384708,,0.319879285,0.3213822442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Eliminated ,0.2855939127,,LNP,ON+IND,2,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated ,0.2444129283,,LNP,ALP+ON,2,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated ,0.2458677755,,ON,ALP+LNP,4,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated ,0.1484984456,,OTH,ALP+ON,6,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated ,0.3031425631,,ON,LNP+IND,4,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated ,0.2376440746,,ALP,LNP+ON,1,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated ,0.2701235035,,ON,ALP+LNP,4,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated ,0.2750174242,,OTH,LNP+ON,6,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated ,0.28052526,,ALP,GRN+ON,1,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated ,0.3073702278,,ON,LNP+IND,4,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated ,0.3356020302,,ON,LNP+IND,4,,,,,,,,,,,,,SWING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Weights,0,0.0,0.0,0.7857142857142857,0.21428571428571425,0.0,,,,,,,,,,,,ELIMINATED,LIBERAL,,,0.2834400243,,,,,Weights,0.257,0.0,0.0,0.743,0.0,0.0,,,,,,,,,,,,ELIMINATED,LIBERAL,,,0.245814987,,,,,Weights,0.2693918513,0.7306081486547861,0.0,0.0,0.0,0.0,,,,,,,,,,,,ELIMINATED,ONE NATION,,,0.2458725011,,,,,Weights,0.3867310909,0.0,0.0,0.6132689091246981,0.0,0.0,,,,,,,,,,,,ELIMINATED,OTHER,,,0.1473220708,,,,,Weights,0,0.600426150837065,0.0,0.0,0.399573849162935,0.0,,,,,,,,,,,,ELIMINATED,ONE NATION,,,0.2947787253,,,,,Weights,0,0.5890990421549084,0.0,0.4109009578450917,0.0,0.0,,,,,,,,,,,,ELIMINATED,LABOR,,,0.2346348024,,,,,Weights,0.2659247834,0.7340752166437483,0.0,0.0,0.0,0.0,,,,,,,,,,,,ELIMINATED,ONE NATION,,,0.2759922541,,,,,Weights,0,0.3686791491529742,0.0,0.6313208508470258,0.0,0.0,,,,,,,,,,,,ELIMINATED,OTHER,,,0.2714276485,,,,,Weights,0,0.0,0.958904109589041,0.0410958904109589,0.0,0.0,,,,,,,,,,,,ELIMINATED,LABOR,,,0.3093030249,,,,,Weights,0,0.49059888579387184,0.0,0.0,0.5094011142061281,0.0,,,,,,,,,,,,ELIMINATED,ONE NATION,,,0.2935643711,,,,,Weights,0,0.807578810144584,0.0,0.0,0.19242118985541595,0.0,,,,,,,,,,,,ELIMINATED,ONE NATION,,,0.319879285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,DISTRIBUTED,,,,0.2243952171,0.06119869558,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.06941327163,,,0.1749996566,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.06623477522,0.1796330002,,,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.05742896585,,,0.09106947972,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,,0.1820147223,,,0.1211278408,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,,0.1399958967,,0.09764817787,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.07183253416,0.1982909694,,,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,,0.10139319,,0.1736242343,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,,,0.2689968246,0.01152843534,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,,0.1507954913,,,0.1565747365,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,,0.2710250882,,,0.06457694197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Round 5 (2CP),0,0.0,0.0,0.510689087224006,0.49691001041329086,0.0,2.0,1.007599098,,False,False,False,True,True,False,,,2CP,,,,0.506837579,0.493162421,,,,Round 5 (2CP),0.5360879497,0.0,0.0,0.45820833495440577,0.0,0.0,2.0,0.9942962847,,True,False,False,True,False,False,ON,,2CP,0.539163183,,,0.460836817,,,,,Round 5 (2CP),0.5282600062,0.4717207738339483,0.0,0.0,0.0,0.0,2.0,0.9999807801,,True,True,False,False,False,False,LNP,,2CP,0.5282701596,0.4717298404,,,,,,,Round 5 (2CP),0.5130471832,0.0,0.0,0.49493787151227797,0.0,0.0,2.0,1.007985055,,True,False,False,True,False,False,ON,,2CP,0.5089829267,,,0.4910170733,,,,,Round 5 (2CP),0,0.5695498902365652,0.0,0.0,0.45882338464468875,0.0,2.0,1.028373275,,False,True,False,False,True,False,IND,,2CP,,0.5538357561,,,0.4461642439,,,,Round 5 (2CP),0,0.5879689516644776,0.0,0.4248563929182902,0.0,0.0,2.0,1.012825345,,False,True,False,True,False,False,ON,,2CP,,0.5805235373,,0.4194764627,,,,,Round 5 (2CP),0.3761258172,0.602609997124334,0.0,0.0,0.0,0.0,2.0,0.9787358144,,True,True,False,False,False,False,ALP,,2CP,0.3842975926,0.6157024074,,,,,,,Round 5 (2CP),0,0.48786729362631787,0.0,0.5253582407371937,0.0,0.0,2.0,1.013225534,,False,True,False,True,False,False,LNP,,2CP,,0.4814992093,,0.5185007907,,,,,Round 5 (2CP),0,0.0,0.586090385625158,0.32086893067114464,0.0,0.0,2.0,0.9069593163,,False,False,True,True,False,False,ON,,2CP,,,0.6462146373,0.3537853627,,,,,Round 5 (2CP),0,0.5536391783765092,0.0,0.0,0.4933892012557401,0.0,2.0,1.04702838,,False,True,False,False,True,False,IND,,2CP,,0.5287718931,,,0.4712281069,,,,Round 5 (2CP),0,0.6473963157611139,0.0,0.0,0.4017558050709708,0.0,2.0,1.049152121,,False,True,False,False,True,False,IND,,2CP,,0.6170662032,,,0.3829337968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Primary row,,,,3,,,,,,,,,,,,,SWING,,-0.4322037886,,0.506837579,-0.0746337904,,,,,Primary row,,,,3,,,,,,,,,,,,,SWING,-0.03298308919,-0.4278537278,,0.460836817,,,,,,Primary row,,,,3,,,,,,,,,,,,,SWING,-0.02302516791,0.02302516791,,,,,,,,Primary row,,,,3,,,,,,,,,,,,,SWING,-0.08137096688,,,0.4910170733,,,,,,Primary row,,,,3,,,,,,,,,,,,,SWING,-0.4022039323,-0.04396031158,,,0.4461642439,,,,,Primary row,,,,3,,,,,,,,,,,,,SWING,-0.3294037395,-0.09007272321,,0.4194764627,,,,,,Primary row,,,,3,,,,,,,,,,,,,SWING,-0.02284406959,0.02284406959,,,,,,,,Primary row,,,,3,,,,,,,,,,,,,SWING,-0.3703032788,-0.1481975119,,0.5185007907,,,,,,Primary row,,,,3,,,,,,,,,,,,,SWING,-0.600036207,-0.399963793,0.6462146373,0.3537853627,,,,,,Primary row,,,,3,,,,,,,,,,,,,SWING,,-0.03317565359,,,0.03317565359,,,,,Primary row,,,,3,,,,,,,,,,,,,SWING,-0.3737917741,-0.009142022676,,,0.3829337968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40.0,,,,,,,,,,,,,,,,,RESULT,ONE NATION GAIN,,,,,,,,,41.0,,,,,,,,,,,,,,,,,RESULT,LABOR RETAIN,,,,,,,,,42.0,,,,,,,,,,,,,,,,,RESULT,LABOR RETAIN,,,,,,,,,43.0,,,,,,,,,,,,,,,,,RESULT,LABOR RETAIN,,,,,,,,,44.0,,,,,,,,,,,,,,,,,RESULT,NATIONAL RETAIN,,,,,,,,,45.0,,,,,,,,,,,,,,,,,RESULT,NATIONAL RETAIN,,,,,,,,,46.0,,,,,,,,,,,,,,,,,RESULT,NATIONAL RETAIN,,,,,,,,,47.0,,,,,,,,,,,,,,,,,RESULT,ONE NATION GAIN,,,,,,,,,48.0,,,,,,,,,,,,,,,,,RESULT,GREENS GAIN,,,,,,,,,49.0,,,,,,,,,,,,,,,,,RESULT,LIBERAL RETAIN,,,,,,,,,50.0,,,,,,,,,,,,,,,,,RESULT,NATIONAL RETAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STATE,NEW SOUTH WALES,RAW,,,,,,,,,AliveMask,,,,,,,,"NSW
(ALP-LNP)",FULL DISTRIBUTION,,,,,,,,AUSTRALIA,RAW,,,,,,,,,AliveMask,,,,,,,,"AUSTRALIA
(ALP-LNP)",FULL DISTRIBUTION,,,,,,,,NEW SOUTH WALES,RAW,,,,,,,,,AliveMask,,,,,,,,"NSW
(ALP-ON)",FULL DISTRIBUTION,,,,,,,,AUSTRALIA,RAW,,,,,,,,,AliveMask,,,,,,,,"AUSTRALIA
(ALP-ON)",FULL DISTRIBUTION,,,,,,,,"AUSTRALIA
(2PP GEN)",RAW,,,,,,,,,AliveMask,,,,,,,,"AUSTRALIA
(2PP GEN)",FULL DISTRIBUTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Primary,0.28,0.23,0.12,0.26,0.06,0.05,6,1,,True,True,True,True,True,False,,,ROUND 1,0.28,0.23,0.12,0.26,0.06,0.05,,,Primary,0.2868,0.2146,0.1261,0.2247037011,0.0935,0.0581,6,1.003803701,,True,True,True,True,True,False,,,ROUND 1,0.2857132323,0.2137868188,0.1256221708,0.2238522341,0.09314570159,0.05787984238,,,Primary,0.2868,0.2146,0.1261,0.2247037011,0.0935,0.0581,6,1.003803701,,True,True,True,True,True,False,,,ROUND 1,0.2857132323,0.2137868188,0.1256221708,0.2238522341,0.09314570159,0.05787984238,,,Primary,0.2868,0.2146,0.1261,0.2247037011,0.0935,0.0581,6,1.003803701,,True,True,True,True,True,False,,,ROUND 1,0.2857132323,0.2137868188,0.1256221708,0.2238522341,0.09314570159,0.05787984238,,,Primary,0.33,0.17,0.13,0.29,0.04,0.04,5,1,,True,True,True,True,False,True,,,ROUND 1,0.33,0.17,0.13,0.29,0.04,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Eliminated,0.05,,OTH,ALP+LNP+GRN+ON+IND,6,,,,,,,,,,,,,SWING,-0.072,-0.085,0.009,0.2,-0.0373,-0.0147,,,Eliminated,0.0581,,OTH,ALP+LNP+GRN+ON+IND,6,,,,,,,,,,,,,SWING,-0.06628676773,-0.1012131812,0.01462217081,0.1638522341,-0.004154298407,-0.00682015762,,,Eliminated,0.0581,,OTH,ALP+LNP+GRN+ON+IND,6,,,,,,,,,,,,,SWING,-0.06628676773,-0.1012131812,0.01462217081,0.1638522341,-0.004154298407,-0.00682015762,,,Eliminated,0.0581,,OTH,ALP+LNP+GRN+ON+IND,6,,,,,,,,,,,,,SWING,-0.06628676773,-0.1012131812,0.01462217081,0.1638522341,-0.004154298407,-0.00682015762,,,Eliminated,0.04,,IND,ALP+LNP+GRN+ON+OTH,5,,,,,,,,,,,,,SWING,-0.022,-0.145,0.019,0.23,-0.0573,-0.0247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Weights,0.1526942838,0.20133815252914558,0.1325500808378369,0.33769440367778863,0.17572307913584753,0.0,,,,,,,,,,,,ELIMINATED,OTHER,,,0.05,,,,,Weights,0.1700646557,0.22103175564809335,0.17289837614140305,0.33764892666487917,0.09835628581724888,0.0,,,,,,,,,,,,ELIMINATED,OTHER,,,0.05787984238,,,,,Weights,0.1526942838,0.20133815252914558,0.1325500808378369,0.33769440367778863,0.17572307913584753,0.0,,,,,,,,,,,,ELIMINATED,OTHER,,,0.05787984238,,,,,Weights,0.1700646557,0.22103175564809335,0.17289837614140305,0.33764892666487917,0.09835628581724888,0.0,,,,,,,,,,,,ELIMINATED,OTHER,,,0.05787984238,,,,,Weights,0.4780497698,0.3021127837769555,0.12015351325710377,0.06432879198541178,0.0,0.03535514119885398,,,,,,,,,,,,ELIMINATED,INDEPENDENT,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.007634714191,0.01006690763,0.006627504042,0.01688472018,0.008786153957,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.009880756498,0.012841945,0.01004539565,0.01961740264,0.005714500206,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.00887153789,0.01169774666,0.007701159697,0.01962004485,0.0102095109,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.009880756498,0.012841945,0.01004539565,0.01961740264,0.005714500206,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.01912199079,0.01208451135,0.00480614053,0.002573151679,,0.001414205648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Round 2,0.2876347142,0.2400669076264573,0.12662750404189185,0.27688472018388943,0.06878615395679237,0.0,5,1,,True,True,True,True,False,False,,,ROUND 2,0.2876347142,0.2400669076,0.126627504,0.2768847202,0.06878615396,,,,Round 2,0.2966807565,0.2274419450031542,0.13614539565381553,0.24432110373032806,0.09921450020598216,0.0,5,1.003803701,,True,True,True,True,False,False,,,ROUND 2,0.2955565477,0.226580102,0.1356295016,0.2433953008,0.09883854791,,,,Round 2,0.2956715379,0.22629774666194336,0.13380115969667833,0.2443237459447781,0.10370951089779275,0.0,5,1.003803701,,True,True,True,True,False,False,,,ROUND 2,0.2945511533,0.2254402394,0.1332941486,0.243397933,0.1033165257,,,,Round 2,0.2966807565,0.2274419450031542,0.13614539565381553,0.24432110373032806,0.09921450020598216,0.0,5,1.003803701,,True,True,True,True,False,False,,,ROUND 2,0.2955565477,0.226580102,0.1356295016,0.2433953008,0.09883854791,,,,Round 2,0.3491219908,0.18208451135107823,0.13480614053028417,0.29257315167941644,0.0,0.04141420564795416,6,1,,True,True,True,True,False,False,,,ROUND 2,0.3491219908,0.1820845114,0.1348061405,0.2925731517,,0.04141420565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Eliminated,0.06878615396,,IND,ALP+LNP+GRN+ON,5,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.09921450021,,IND,ALP+LNP+GRN+ON,5,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.1037095109,,IND,ALP+LNP+GRN+ON,5,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.09921450021,,IND,ALP+LNP+GRN+ON,5,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.04141420565,,OTH,ALP+LNP+GRN+ON,6,,,,,,,,,,,,,SWING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Weights,0.5004172251,0.3255367031633247,0.08097706526411612,0.09306900649859662,0.0,0.0,,Calibrate,,,,,,,,,,ELIMINATED,INDEPENDENT,,,0.06878615396,,,,,Weights,0.4955707434,0.3131855014004005,0.12455725250682383,0.06668650270459033,0.0,0.0,,Calibrate,,,,,,,,,,ELIMINATED,INDEPENDENT,,,0.09883854791,,,,,Weights,0.5004172251,0.3255367031633247,0.08097706526411612,0.09306900649859662,0.0,0.0,,Calibrate,,,,,,,,,,ELIMINATED,INDEPENDENT,,,0.1033165257,,,,,Weights,0.4955707434,0.3131855014004005,0.12455725250682383,0.06668650270459033,0.0,0.0,,Calibrate,,,,,,,,,,ELIMINATED,INDEPENDENT,,,0.09883854791,,,,,Weights,0.1886162495,0.24514312268947197,0.19175908778792736,0.37448154005146456,0.0,0.0,,Calibrate,,,,,,,,,,ELIMINATED,OTHER,,,0.04141420565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,True,,,,,,,,,,DISTRIBUTED,0.03442177629,0.02239241778,0.005570100878,0.00640185901,,,,,,,,,,,,,True,,,,,,,,,,DISTRIBUTED,0.04916780362,0.03107254299,0.01235788555,0.006616268036,,,,,,,,,,,,,True,,,,,,,,,,DISTRIBUTED,0.05189802566,0.03376125226,0.008398091832,0.009652141144,,,,,,,,,,,,,True,,,,,,,,,,DISTRIBUTED,0.04916780362,0.03107254299,0.01235788555,0.006616268036,,,,,,,,,,,,,True,,,,,,,,,,DISTRIBUTED,0.007811392144,0.0101524077,0.007941550297,0.01550885551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
